D5_11	474499	474620	474743	474761	2	1	1	mixed_donors
D5_11	474761	474775	474876	474910	3	1	2	mixed_donors
D5_11	475019	475037	475040	475156	2	1	1	mixed_donors
D5_11	475526	475652	475758	475798	3	1	2	mixed_donors
D5_11	476644	476730	476747	476755	2	1	1	mixed_donors
D5_11	476962	476979	476996	477009	2	2	0	D5_donor
D5_11	478012	478019	478065	478069	2	1	1	mixed_donors
D5_11	478195	478221	478457	478466	3	1	2	mixed_donors
D5_11	478851	478852	478973	479001	3	2	1	mixed_donors
D5_11	479192	479329	479357	479381	4	0	4	A2_donor
D5_11	479982	480072	480188	480298	2	0	2	A2_donor
D5_11	480597	480638	480748	480751	3	0	3	A2_donor
D5_11	480751	480754	480822	480826	2	0	2	A2_donor
D5_11	481068	481076	481257	481327	2	0	2	A2_donor
D5_11	481450	481469	481555	481558	2	0	2	A2_donor
D5_11	481635	481662	481775	481859	4	3	1	mixed_donors
D5_11	482108	482130	482148	482152	4	3	1	mixed_donors
D5_11	482278	482291	482296	482311	2	0	2	A2_donor
D5_11	482365	482374	482420	482436	2	0	2	A2_donor
D5_11	483996	484004	484016	484028	2	1	1	mixed_donors
D5_11	484324	484326	484351	484360	2	1	1	mixed_donors
D5_11	485157	485174	485186	485232	4	1	3	mixed_donors
D5_11	485810	485815	485816	485818	2	2	0	D5_donor
D5_11	485921	485923	485936	485948	3	3	0	D5_donor
D5_11	485948	485954	485977	485980	3	0	3	A2_donor
D5_11	485980	485987	485995	486012	2	1	1	mixed_donors
D5_11	486094	486165	486174	486198	2	0	2	A2_donor
D5_11	487229	487257	487258	487266	2	0	2	A2_donor
D5_11	487266	487323	487338	487342	3	2	1	mixed_donors
D5_11	487474	487485	487493	487495	2	1	1	mixed_donors
D5_11	487623	487667	487688	487701	3	2	1	mixed_donors
D5_11	487943	487966	487969	488011	2	1	1	mixed_donors
D5_11	488734	488747	488767	488771	4	4	0	D5_donor
D5_11	488780	488781	488822	488838	8	8	0	D5_donor
D5_11	488838	488843	488978	488991	16	16	0	D5_donor
D5_11	488991	488995	489054	489064	6	6	0	D5_donor
D5_11	489070	489071	489128	489138	5	5	0	D5_donor
D5_11	489138	489142	489190	489218	6	6	0	D5_donor
D5_11	489238	489239	489483	489497	23	23	0	D5_donor
D5_11	489553	489562	489585	489608	2	0	2	A2_donor
D5_11	489709	489725	489736	489767	2	2	0	D5_donor
D5_11	489767	489802	489803	489868	2	1	1	mixed_donors
D5_11	490221	490222	490233	490235	2	2	0	D5_donor
D5_11	490536	490545	490547	490573	2	0	2	A2_donor
D5_11	490724	490769	490774	490776	2	1	1	mixed_donors
D5_11	490820	490826	490836	490858	2	1	1	mixed_donors
D5_11	490952	490957	491018	491053	2	1	1	mixed_donors
D5_11	491276	491285	491297	491298	2	0	2	A2_donor
D5_11	491965	492028	492031	492042	2	1	1	mixed_donors
D5_11	493826	493833	493861	493884	2	0	2	A2_donor
D5_11	493985	494006	494007	494055	2	2	0	D5_donor
D5_11	494078	494103	494118	494129	2	0	2	A2_donor
D5_11	495245	495305	495328	495349	4	4	0	D5_donor
D5_11	496256	496265	496270	496278	2	1	1	mixed_donors
D5_11	497311	497339	497594	497606	2	0	2	A2_donor
D5_11	497927	497939	497976	497979	2	1	1	mixed_donors
D5_11	508702	508707	508712	508729	2	2	0	D5_donor
D5_11	508773	508793	508932	508939	7	5	2	mixed_donors
D5_11	509019	509035	509076	509113	2	1	1	mixed_donors
D5_11	509219	509279	509303	509328	2	2	0	D5_donor
D5_11	509328	509338	509352	509382	3	2	1	mixed_donors
D5_11	509829	509843	509887	509952	2	1	1	mixed_donors
D5_11	510015	510019	510053	510079	5	2	3	mixed_donors
D5_11	510176	510193	510216	510219	2	2	0	D5_donor
D5_11	510251	510269	510290	510310	3	3	0	D5_donor
D5_11	511203	511249	511252	511289	2	2	0	D5_donor
D5_11	511611	511621	511639	511667	3	2	1	mixed_donors
D5_11	511859	511875	511883	511895	2	1	1	mixed_donors
D5_11	512299	512302	512375	512382	3	2	1	mixed_donors
D5_11	512483	512486	512493	512504	3	1	2	mixed_donors
D5_11	512931	512933	512934	512954	2	2	0	D5_donor
D5_11	513155	513178	513238	513239	3	2	1	mixed_donors
D5_11	513287	513304	513310	513324	2	0	2	A2_donor
D5_11	513343	513349	513365	513382	2	1	1	mixed_donors
D5_11	513429	513436	513440	513451	2	1	1	mixed_donors
D5_11	513687	513696	513730	513755	2	0	2	A2_donor
D5_11	513946	513948	513961	513965	3	0	3	A2_donor
D5_11	513965	513972	514046	514049	4	2	2	mixed_donors
D5_11	514619	514628	514638	514642	2	1	1	mixed_donors
D5_11	515425	515472	515490	515552	2	1	1	mixed_donors
D5_11	515552	515554	515555	515570	2	1	1	mixed_donors
D5_11	515885	515922	515989	515996	4	4	0	D5_donor
D5_11	516502	516550	516555	516577	2	2	0	D5_donor
D5_11	516776	517629	517642	517666	3	3	0	D5_donor
D5_11	518585	518590	518594	518607	2	0	2	A2_donor
D5_11	518621	518642	518715	518716	2	2	0	D5_donor
D5_11	518716	518726	518766	518796	5	5	0	D5_donor
D5_11	518881	518894	518896	518900	2	2	0	D5_donor
D5_11	518930	519439	519459	519469	2	1	1	mixed_donors
D5_11	522409	522415	522428	522433	2	2	0	D5_donor
D5_11	522913	522918	522966	523027	7	7	0	D5_donor
D5_11	523112	523113	523129	523166	2	2	0	D5_donor
D5_11	523891	523908	523913	523924	2	1	1	mixed_donors
D5_11	527523	527532	527533	527548	2	2	0	D5_donor
D5_11	528811	528826	528828	528836	2	2	0	D5_donor
D5_11	532062	532143	532206	532243	3	3	0	D5_donor
D5_11	532459	532481	532495	532547	2	0	2	A2_donor
D5_11	532703	532720	532748	532912	3	1	2	mixed_donors
D5_11	533574	533582	533587	533596	3	3	0	D5_donor
D5_11	535281	535295	535296	535326	2	0	2	A2_donor
D5_11	536696	536737	536738	536825	2	1	1	mixed_donors
D5_11	538622	538705	538729	538736	2	0	2	A2_donor
D5_11	540554	540556	540587	540589	2	2	0	D5_donor
D5_11	540635	540653	540661	540670	3	2	1	mixed_donors
D5_11	541623	541717	541731	541754	2	1	1	mixed_donors
D5_11	541785	542031	542052	542072	2	1	1	mixed_donors
D5_11	542081	542094	542095	542097	2	2	0	D5_donor
D5_11	543049	543095	543150	543164	13	13	0	D5_donor
D5_11	543239	543258	543280	543309	2	2	0	D5_donor
D5_11	544134	544145	544197	544221	7	7	0	D5_donor
D5_11	544555	544575	544588	544592	2	1	1	mixed_donors
D5_11	544761	544782	544864	544882	3	0	3	A2_donor
D5_11	545252	545267	545274	545279	2	0	2	A2_donor
