D5_11	474499	474620	474743	474761	2	1	1	mixed_donors
D5_11	474761	474775	474876	474910	3	1	2	mixed_donors
D5_11	475019	475037	475040	475156	2	1	1	mixed_donors
D5_11	475526	475652	475758	475798	3	1	2	mixed_donors
D5_11	476644	476730	476747	476755	2	1	1	mixed_donors
D5_11	476962	476979	476996	477009	2	2	0	D5_donor
D5_11	478012	478019	478065	478069	2	1	1	mixed_donors
D5_11	478195	478221	478457	478466	3	1	2	mixed_donors
D5_11	478851	478852	478973	479001	3	2	1	mixed_donors
D5_11	479192	479329	479357	479381	4	0	4	A2_donor
D5_11	479982	480072	480188	480298	2	0	2	A2_donor
D5_11	480597	480638	480748	480751	3	0	3	A2_donor
D5_11	480751	480754	480822	480826	2	0	2	A2_donor
D5_11	481068	481076	481257	481327	2	0	2	A2_donor
D5_11	481450	481469	481555	481558	2	0	2	A2_donor
D5_11	481635	481662	481775	481859	4	3	1	mixed_donors
D5_11	482108	482130	482148	482152	4	3	1	mixed_donors
D5_11	482278	482291	482296	482311	2	0	2	A2_donor
D5_11	483996	484004	484016	484028	2	1	1	mixed_donors
D5_11	484324	484326	484351	484360	2	1	1	mixed_donors
D5_11	485157	485174	485186	485232	4	1	3	mixed_donors
D5_11	485810	485815	485816	485818	2	2	0	D5_donor
D5_11	485921	485923	485936	485948	3	3	0	D5_donor
D5_11	485954	485969	485977	485980	2	0	2	A2_donor
D5_11	485980	485987	485995	486012	2	1	1	mixed_donors
D5_11	486094	486165	486174	486198	2	0	2	A2_donor
D5_11	487034	487047	487060	487103	2	2	0	D5_donor
D5_11	487229	487257	487258	487266	2	0	2	A2_donor
D5_11	487266	487323	487338	487342	3	2	1	mixed_donors
D5_11	487474	487485	487493	487495	2	1	1	mixed_donors
D5_11	487623	487667	487688	487701	3	2	1	mixed_donors
D5_11	487943	487966	487969	488011	2	1	1	mixed_donors
D5_11	488734	488747	488767	488771	4	4	0	D5_donor
D5_11	488780	488781	488822	488838	8	8	0	D5_donor
D5_11	488838	488843	488978	488991	16	16	0	D5_donor
D5_11	488991	488995	489054	489064	6	6	0	D5_donor
D5_11	489070	489071	489128	489138	5	5	0	D5_donor
D5_11	489138	489142	489190	489218	6	6	0	D5_donor
D5_11	489238	489239	489418	489425	18	18	0	D5_donor
D5_11	489425	489429	489508	489510	5	5	0	D5_donor
D5_11	489709	489725	489736	489767	2	2	0	D5_donor
D5_11	489767	489802	489803	489868	2	1	1	mixed_donors
D5_11	490221	490222	490233	490235	2	2	0	D5_donor
D5_11	490536	490545	490547	490573	2	0	2	A2_donor
D5_11	490724	490769	490774	490776	2	1	1	mixed_donors
D5_11	490820	490826	490836	490858	2	1	1	mixed_donors
D5_11	491276	491285	491297	491298	2	0	2	A2_donor
D5_11	491965	492028	492031	492042	2	1	1	mixed_donors
D5_11	493826	493833	493861	493884	2	0	2	A2_donor
D5_11	493985	494006	494007	494055	2	2	0	D5_donor
D5_11	494078	494103	494118	494129	2	0	2	A2_donor
D5_11	494660	494671	494692	494711	3	0	3	A2_donor
D5_11	495245	495305	495328	495349	4	4	0	D5_donor
D5_11	496256	496265	496270	496278	2	1	1	mixed_donors
D5_11	497240	497263	497273	497279	2	0	2	A2_donor
D5_11	508729	508750	508932	508953	7	5	2	mixed_donors
D5_11	509014	509019	509122	509125	3	1	2	mixed_donors
D5_11	510010	510013	510019	510028	3	0	3	A2_donor
D5_11	510028	510043	510169	510173	4	1	3	mixed_donors
D5_11	510176	510193	510216	510219	2	2	0	D5_donor
D5_11	510219	510229	510236	510251	2	1	1	mixed_donors
D5_11	510761	510844	510869	510907	2	0	2	A2_donor
D5_11	511611	511621	511667	511732	2	1	1	mixed_donors
D5_11	511875	511895	511944	512021	2	1	1	mixed_donors
D5_11	512277	512375	512474	512483	2	2	0	D5_donor
D5_11	512483	512486	512493	512504	2	1	1	mixed_donors
D5_11	512504	512510	512526	512555	2	0	2	A2_donor
D5_11	512636	512653	512886	516502	4	1	3	mixed_donors
D5_11	516600	516609	516635	516640	2	1	1	mixed_donors
D5_11	516727	516728	517630	517693	6	3	3	mixed_donors
D5_11	518212	518244	518253	518263	2	1	1	mixed_donors
D5_11	518298	518314	518413	518426	2	1	1	mixed_donors
D5_11	518930	519459	519469	519653	2	1	1	mixed_donors
D5_11	520253	520268	520330	520335	4	0	4	A2_donor
D5_11	520422	520430	520433	520435	2	1	1	mixed_donors
D5_11	522913	522918	522966	523027	7	7	0	D5_donor
D5_11	523112	523113	523129	523166	2	2	0	D5_donor
D5_11	527523	527532	527533	527548	2	2	0	D5_donor
D5_11	528811	528826	528828	528836	2	2	0	D5_donor
D5_11	532062	532143	532206	532243	3	3	0	D5_donor
D5_11	532434	532438	532459	532481	2	1	1	mixed_donors
D5_11	532703	532720	532745	532748	2	1	1	mixed_donors
D5_11	533574	533582	533587	533596	3	3	0	D5_donor
D5_11	533868	533875	533884	533888	2	0	2	A2_donor
D5_11	535281	535295	535296	535326	2	0	2	A2_donor
D5_11	536696	536737	536738	536825	2	1	1	mixed_donors
D5_11	538622	538705	538729	538736	2	0	2	A2_donor
D5_11	540740	540750	540756	540761	2	2	0	D5_donor
D5_11	541623	541717	541731	541754	2	1	1	mixed_donors
D5_11	541785	542031	542052	542072	2	1	1	mixed_donors
D5_11	542081	542094	542095	542097	2	2	0	D5_donor
D5_11	543218	543227	543236	543239	2	2	0	D5_donor
D5_11	543239	543258	543280	543309	2	2	0	D5_donor
D5_11	544145	544151	544164	544172	2	2	0	D5_donor
D5_11	544761	544782	544864	544882	3	0	3	A2_donor
D5_11	545252	545267	545274	545279	2	0	2	A2_donor
D5_11	545562	545584	545638	545654	2	1	1	mixed_donors
D5_11	545905	545911	545918	545922	2	0	2	A2_donor
D5_11	545935	545939	545953	545957	2	1	1	mixed_donors
D5_11	545957	545970	545975	545991	2	1	1	mixed_donors
D5_11	546000	546087	546093	546095	2	2	0	D5_donor
D5_11	546153	546167	546295	546338	4	4	0	D5_donor
D5_11	546559	546560	546584	546619	4	4	0	D5_donor
D5_11	546709	546736	546745	546748	2	2	0	D5_donor
D5_11	546912	546934	546944	546951	3	2	1	mixed_donors
D5_11	547032	547033	547097	547110	7	7	0	D5_donor
D5_11	547222	547235	547261	547289	5	4	1	mixed_donors
D5_11	547670	547706	547776	547795	2	1	1	mixed_donors
D5_11	547795	547806	547815	547836	2	2	0	D5_donor
D5_11	548301	548306	548340	548350	2	1	1	mixed_donors
D5_11	549158	549159	549230	549235	7	6	1	mixed_donors
D5_11	549235	549256	549274	549275	4	3	1	mixed_donors
D5_11	549275	549277	549279	549300	2	1	1	mixed_donors
